date,beta,market_cap,vol10,momentum
2015/01/02,0.9569270219247836,0.30674722102344204,0.0919721718082344,0.2983895239592214
2015/01/09,1.699073322882568,0.4855246285102243,-0.10796398121076402,0.3649277123430753
2015/01/16,0.7064562888634254,0.4299728855248639,-0.1956260659059659,0.3647908043827124
2015/01/23,1.3281135962833854,0.5126100632698329,-0.0978422967465464,0.5917046572627837
2015/01/30,0.8484022194391849,0.7259441655839378,-0.07594854727440033,0.5703719328861392
2015/02/06,2.0412090028138086,0.5338773823814328,0.02597624248692568,0.3605499627371798
2015/02/13,2.679790439676198,0.6063575297206365,-0.37276613636700884,0.2587396126432732
2015/02/20,2.5175039202233513,0.5559818617460228,-0.40465798100288886,0.2523638557873637
2015/02/27,2.7801177296519493,0.6122081523028072,-0.2119446567043253,0.3871093946887044
2015/03/06,23.671545507118093,0.455844575563361,0.03903131067275987,0.5227821814425792
2015/03/13,1.44633337723271,0.4469899249374033,0.27432298705475083,0.44619117185365026
2015/03/20,1.4844811599196661,0.4291373948960271,0.07182633915721066,0.4847630728350643
2015/03/27,1.2363586121795356,0.46978434349289344,0.08841521475329947,0.35271870820209
2015/04/03,1.1531516207265318,0.2992685055155681,-0.2831003901233095,0.48250805584800416
2015/04/10,1.7937557627586742,0.4738688102487468,-0.14724188264551086,0.253493612217462
2015/04/17,1.957757513806318,0.595378238108249,0.08179240326520144,0.18758861186405226
2015/04/24,1.838523195047843,0.5330953932212262,-0.012329496673176482,0.1934603164346501
2015/05/01,2.6489448980806864,0.4933842573604662,-0.09878181888103668,0.15351104393343318
2015/05/08,1.3770480310008617,0.47837497101193055,0.24172562245836207,0.20854559985535615
2015/05/15,2.063487936509331,0.5439679427212458,0.0017956859163132102,0.2800557285207074
2015/05/22,-1.3576359545202852,0.4148011342046645,-0.8593072889121046,0.21778923989952356
2015/05/29,1.2846240085561123,0.36790004233097173,-0.08530287679960323,0.4973074254387558
2015/06/05,-0.5379680354610246,0.4134230832144171,-0.36474753178202685,0.4201329867995389
2015/06/12,1.194774051390233,0.27988217074274335,-0.05089619930803588,0.20079558838544717
2015/06/19,0.8361358056853636,0.3138835440399915,0.046065043136912745,0.35611354453610405
2015/06/26,0.6199207102143416,0.33370976442157424,-0.19351043050151934,0.337602642309477
2015/07/03,0.8750924787375102,0.4732397750978699,0.07778308257600555,0.3608135036411368
2015/07/10,0.4929226286813462,0.472230425656232,-0.25211699373492963,0.39020692496280573
2015/07/17,0.7282635785629121,0.5852288858435822,0.12093212226164224,0.33175046188697666
2015/07/24,0.25907867885670455,0.5070167793578729,-0.1813881788697016,0.4033643698515203
2015/07/31,0.14069708231974776,0.6158751584701997,-0.34189002906518123,0.43973171469170513
2015/08/07,0.9706604253366548,0.6048516146754569,-0.08522043527804643,0.40157684333134647
2015/08/14,0.2558667460111097,0.5649599284801495,-0.30471277610387715,0.3656030693506832
2015/08/21,-0.4802911382774719,0.630180131941773,-0.10927321917473735,0.3392398126959765
2015/08/28,0.030063654085064218,0.861091579504212,-0.006559651405046554,0.3971267548669472
2015/09/04,5.925277923799867,1.7282000921021718,-0.10653412302123892,0.09822692983919604
2015/09/11,0.8943709466458853,1.321188078304428,0.2602104237827904,0.21878104330020678
2015/09/18,1.4679251478682187,0.5971685497372741,0.052109027770613284,0.32298472989378196
2015/09/25,0.7646632378419265,0.27009795825165894,-0.37674114071565645,0.31829908568657744
2015/10/02,-0.10243559707906476,0.6147175389247737,-0.28748697568966874,0.31903510821470554
2015/10/09,0.7874712460914787,0.5761546562069638,-0.5054655542145354,0.09568815724530512
